##### TRACK CONTEXT vs INFILLING STATS #####
Filename | Context Mean | Context Std. Dev. | Context Max | Context Min | Infilling Mean | Infilling Std. Dev. | Infilling Max | Infilling Min
track2_infill_bars46_50_generationtime_10.66861891746521.midi | 12.00 | 4.28 | 16 | 8 | 13.00 | 3.46 | 16 | 8
track2_infill_bars46_50_generationtime_8.663253784179688.midi | 12.00 | 4.28 | 16 | 8 | 10.00 | 4.00 | 16 | 8
track2_infill_bars46_50_generationtime_9.44500207901001.midi | 12.00 | 4.28 | 16 | 8 | 8.00 | 0.00 | 8 | 8
track2_infill_bars47_51_generationtime_11.052174806594849.midi | 11.62 | 4.21 | 16 | 7 | 10.00 | 4.00 | 16 | 8
track2_infill_bars47_51_generationtime_13.544762372970581.midi | 11.62 | 4.21 | 16 | 7 | 14.00 | 4.00 | 16 | 8
track2_infill_bars47_51_generationtime_9.814532995223999.midi | 11.62 | 4.21 | 16 | 7 | 10.00 | 4.00 | 16 | 8
track2_infill_bars48_52_generationtime_13.350284337997437.midi | 10.12 | 4.55 | 16 | 4 | 13.75 | 4.50 | 16 | 7
track2_infill_bars48_52_generationtime_5.734307289123535.midi | 10.12 | 4.55 | 16 | 4 | 5.00 | 2.00 | 6 | 2
track2_infill_bars48_52_generationtime_9.043237209320068.midi | 10.12 | 4.55 | 16 | 4 | 8.00 | 0.00 | 8 | 8
track2_infill_bars60_64_generationtime_13.146972179412842.midi | 14.00 | 3.02 | 16 | 8 | 17.00 | 2.00 | 20 | 16
track2_infill_bars60_64_generationtime_16.563050031661987.midi | 14.00 | 3.02 | 16 | 8 | 13.50 | 5.00 | 16 | 6
track2_infill_bars60_64_generationtime_8.940272808074951.midi | 14.00 | 3.02 | 16 | 8 | 13.50 | 5.00 | 16 | 6
track2_infill_bars66_70_generationtime_11.987989664077759.midi | 13.50 | 4.11 | 16 | 4 | 15.50 | 1.00 | 16 | 14
track2_infill_bars66_70_generationtime_16.47200918197632.midi | 13.50 | 4.11 | 16 | 4 | 12.50 | 4.43 | 16 | 6
track2_infill_bars66_70_generationtime_9.04799222946167.midi | 13.50 | 4.11 | 16 | 4 | 13.50 | 3.79 | 16 | 8
track2_infill_bars69_73_generationtime_10.685407400131226.midi | 15.00 | 2.83 | 16 | 8 | 13.00 | 3.46 | 16 | 10
track2_infill_bars69_73_generationtime_12.094593286514282.midi | 15.00 | 2.83 | 16 | 8 | 14.00 | 4.00 | 16 | 8
track2_infill_bars69_73_generationtime_15.586368083953857.midi | 15.00 | 2.83 | 16 | 8 | 16.00 | 0.00 | 16 | 16
track2_infill_bars72_76_generationtime_13.799206495285034.midi | 14.50 | 2.78 | 16 | 8 | 16.00 | 0.00 | 16 | 16
track2_infill_bars72_76_generationtime_18.984814167022705.midi | 14.50 | 2.78 | 16 | 8 | 15.00 | 1.15 | 16 | 14
track2_infill_bars72_76_generationtime_24.434516429901123.midi | 14.50 | 2.78 | 16 | 8 | 16.00 | 0.00 | 16 | 16
track2_infill_bars82_86_generationtime_7.078932046890259.midi | 4.38 | 6.72 | 16 | 0 | 5.75 | 3.30 | 8 | 1
track2_infill_bars82_86_generationtime_7.33772349357605.midi | 4.38 | 6.72 | 16 | 0 | 4.75 | 8.85 | 18 | 0
track2_infill_bars82_86_generationtime_7.427017450332642.midi | 4.38 | 6.72 | 16 | 0 | 7.50 | 1.00 | 8 | 6
track2_infill_bars82_86_generationtime_7.438790559768677.midi | 4.38 | 6.72 | 16 | 0 | 6.00 | 6.93 | 12 | 0
track2_infill_bars82_86_generationtime_9.494330167770386.midi | 4.38 | 6.72 | 16 | 0 | 10.25 | 4.50 | 16 | 5
track2_infill_bars82_86_generationtime_9.683245658874512.midi | 4.38 | 6.72 | 16 | 0 | 1.75 | 1.26 | 3 | 0
track2_infill_bars97_101_generationtime_12.700285196304321.midi | 0.25 | 0.46 | 1 | 0 | 14.50 | 3.00 | 16 | 10
track2_infill_bars97_101_generationtime_6.8944361209869385.midi | 0.25 | 0.46 | 1 | 0 | 3.75 | 6.85 | 14 | 0
track2_infill_bars97_101_generationtime_8.578731060028076.midi | 0.25 | 0.46 | 1 | 0 | 10.00 | 6.98 | 16 | 3
track3_infill_bars110_114_generationtime_10.345791578292847.midi | 5.38 | 1.41 | 7 | 3 | 5.00 | 1.15 | 6 | 4
track3_infill_bars110_114_generationtime_17.054774045944214.midi | 5.38 | 1.41 | 7 | 3 | 4.75 | 1.71 | 7 | 3
track3_infill_bars110_114_generationtime_7.8216469287872314.midi | 5.38 | 1.41 | 7 | 3 | 6.50 | 0.58 | 7 | 6
track3_infill_bars132_136_generationtime_7.001909494400024.midi | 4.25 | 1.49 | 6 | 2 | 5.00 | 1.41 | 7 | 4
track3_infill_bars132_136_generationtime_7.2769646644592285.midi | 4.25 | 1.49 | 6 | 2 | 6.00 | 0.82 | 7 | 5
